YEAR,ST,CT,TRACTCE,N,MOB_N,FRAC_BA,FRAC_BA_DECY,HOME_V,HOME_V2021,HOME_V2021_PERCAP,MOB_N_NB,MOB_SHM_NB,MOB_SCT_NB,MOB_SST_NB,MOB_DST_NB,MOB_DNT_NB,MOB_N_BA,MOB_SHM_BA,MOB_SCT_BA,MOB_SST_BA,MOB_DST_BA,MOB_DNT_BA
2021,06,075,045202,3396,3281,0.01828710758914965,4,227,227000,69.18622371228284,3221,0,273,183,67,0,60,60,0,0,0,0
2021,06,075,047600,5145,4961,0.009675468655513001,3,967,967000,194.92037895585568,4913,0,753,52,1,0,48,9,39,0,0,0
2021,06,075,047701,4978,4867,0,1,834,834000,171.35812615574275,4867,0,328,150,74,0,0,0,0,0,0,0
2021,06,075,047702,3541,3527,0.012758718457612702,3,719,719000,203.85596824496739,3482,0,55,79,59,0,45,13,0,32,0,0
2021,06,075,047801,4550,4514,0.011076650420912717,3,920,920000,203.81036774479398,4464,0,294,75,12,0,50,17,17,16,0,0
2021,06,075,047802,3781,3722,0.0045674368619022035,2,560,560000,150.4567436861902,3705,0,171,230,5,0,17,17,0,0,0,0
2021,06,075,047902,3610,3585,0,1,732,732000,204.18410041841005,3585,0,129,107,23,0,0,0,0,0,0,0
2021,06,075,047903,4283,4283,0.008405323371468596,2,810,810000,189.11977585804343,4247,0,585,65,252,0,36,36,0,0,0,0
2021,06,075,047904,3111,3111,0.016072002571520413,4,596,596000,191.57827065252332,3061,0,598,104,0,0,50,50,0,0,0,0
2021,06,075,060100,4231,4050,0.018518518518518517,4,11,11000,2.7160493827160495,3975,0,1036,156,83,0,75,75,0,0,0,0
2021,06,075,060400,1595,1595,0.057053291536050155,8,165,165000,103.44827586206897,1504,0,82,72,39,0,91,84,7,0,0,0
2021,06,075,060502,3539,3468,0.20732410611303345,10,238,238000,68.62745098039215,2749,0,225,27,22,0,719,681,38,0,0,0
2021,06,075,060701,7621,7531,0.06347098658876643,8,693,693000,92.01965210463418,7053,0,648,848,545,0,478,478,0,0,0,0
2021,06,075,060702,1488,1488,0.028225806451612902,5,198,198000,133.06451612903226,1446,0,68,160,0,0,42,42,0,0,0,0
2021,06,075,060703,5787,5651,0.004777915413201203,2,1199,1199000,212.17483631215714,5624,0,380,441,146,0,27,11,7,0,9,0
2021,06,075,061000,4825,4758,0.15657839428331233,10,1072,1072000,225.30474989491384,4013,0,125,129,64,0,745,745,0,0,0,0
2021,06,075,061101,1856,1848,0.008116883116883116,2,80,80000,43.29004329004329,1833,0,102,6,0,0,15,15,0,0,0,0
2021,06,075,061102,2341,2313,0.03674881106787722,6,83,83000,35.88413316039775,2228,0,79,11,0,0,85,85,0,0,0,0
2021,06,075,061200,3952,3906,0.22657450076804916,10,513,513000,131.3364055299539,3021,0,26,23,53,0,885,863,1,0,21,0
2021,06,075,061401,3199,3153,0.07960672375515382,8,698,698000,221.37646685696163,2902,0,166,19,64,0,251,251,0,0,0,0
2021,06,075,061402,2537,2452,0.050163132137031,7,565,565000,230.4241435562806,2329,0,132,137,30,0,123,28,0,95,0,0
2021,06,075,061501,1837,1738,0,1,761,761000,437.8596087456847,1738,0,368,207,0,0,0,0,0,0,0,0
2021,06,075,061502,1774,1774,0.012965050732807215,4,141,141000,79.48139797068771,1751,0,420,70,11,0,23,12,0,11,0,0
2021,06,075,061503,3400,3400,0.06852941176470588,8,396,396000,116.47058823529412,3167,0,369,467,167,0,233,233,0,0,0,0
2021,06,075,061504,1443,1443,0.009702009702009701,3,175,175000,121.27512127512128,1429,0,238,137,236,0,14,11,3,0,0,0
2021,06,075,061505,776,776,0.06572164948453608,8,382,382000,492.2680412371134,725,0,0,0,0,0,51,51,0,0,0,0
2021,06,075,061506,4422,4422,0.014020805065581185,4,1120,1120000,253.2790592492085,4360,0,887,362,519,0,62,62,0,0,0,0
2021,06,075,061507,1940,1940,0,1,54,54000,27.835051546391753,1940,0,290,146,0,0,0,0,0,0,0,0
2021,06,075,061508,2006,2006,0.02991026919242273,5,526,526000,262.21335992023927,1946,0,243,0,80,0,60,40,20,0,0,0
2021,06,075,980200,171,171,0.29239766081871343,10,0,0,0,121,0,17,6,0,0,50,46,4,0,0,0
2021,06,075,980300,25,25,0,1,0,0,0,25,0,0,9,0,0,0,0,0,0,0,0
2021,06,075,980401,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
2021,06,075,980501,104,104,0,1,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0
2021,06,075,980600,970,970,0.2948453608247423,10,249,249000,256.70103092783506,684,0,107,81,58,0,286,273,13,0,0,0
2021,06,075,980900,296,292,0.0547945205479452,8,26,26000,89.04109589041096,276,0,34,19,0,0,16,16,0,0,0,0
2021,06,075,990100,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
2021,06,075,990200,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
2012,06,075,032802,3787,3724,0.02631578947368421,5,921,1059150,284.4119226638024,3626,0,186,18,31,0,98,98,0,0,0,0
2012,06,075,032901,5606,5606,0.006243310738494471,2,1284,1476600,263.396361041741,5571,0,254,125,90,0,35,35,0,0,0,0
2012,06,075,032902,3691,3691,0.00406393931183961,2,970,1115500,302.221620157139,3676,0,49,226,0,0,15,15,0,0,0,0
2012,06,075,033203,3845,3792,0.026371308016877638,5,0,0,0,3692,0,726,563,86,0,100,65,35,0,0,0
2012,06,075,033204,3830,3830,0.10026109660574413,9,0,0,0,3446,0,588,780,9,0,384,279,67,38,0,0
2012,06,075,042601,4047,4038,0.0047052996532937095,2,488,561200,138.97969291728577,4019,0,215,89,30,0,19,19,0,0,0,0
2012,06,075,042602,3631,3564,0.03591470258136925,6,269,309350,86.79854096520764,3436,0,720,211,19,0,128,36,92,0,0,0
2012,06,075,047801,4250,4221,0.012319355602937692,3,828,952199.9999999999,225.58635394456286,4169,0,488,68,0,0,52,50,0,2,0,0
2012,06,075,047802,4140,4127,0,1,549,631350,152.98037315241095,4127,0,165,125,122,0,0,0,0,0,0,0
2012,06,075,061100,4543,4534,0.0024261138067931186,1,87,100049.99999999999,22.0666078517865,4523,0,436,111,39,0,11,11,0,0,0,0
2012,06,075,061200,3713,3713,0.24427686506867763,10,379,435849.99999999994,117.38486399138162,2806,0,321,47,0,0,907,865,42,0,0,0
2012,06,075,061400,5301,5212,0.0671527244819647,8,932,1071800,205.64082885648503,4862,0,513,237,217,0,350,235,99,16,0,0
2012,06,075,980200,308,308,0.06493506493506493,7,38,43700,141.88311688311688,288,0,35,21,22,0,20,15,3,2,0,0
2012,06,075,980300,27,27,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
2012,06,075,980401,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
2012,06,075,980501,646,646,0.20278637770897834,10,55,63249.99999999999,97.91021671826624,515,0,0,59,0,0,131,131,0,0,0,0
2012,06,075,980600,288,288,0.5868055555555556,10,90,103499.99999999999,359.37499999999994,119,0,0,0,0,0,169,169,0,0,0,0
2012,06,075,980900,337,337,0.10682492581602374,9,46,52899.99999999999,156.97329376854597,301,0,33,0,81,0,36,36,0,0,0,0
2012,06,075,990100,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
2012,06,075,011901,2254,2234,0.06401074306177261,7,261,300150,134.35541629364369,2091,0,79,270,182,0,143,68,0,0,75,0
2012,06,075,011902,2844,2844,0.007383966244725738,2,95,109249.99999999999,38.414205344585085,2823,0,208,69,108,0,21,21,0,0,0,0
2012,06,075,012201,4469,4469,0.07048556724099352,8,222,255299.99999999997,57.126874021033785,4154,0,641,96,53,0,315,275,21,19,0,0
2012,06,075,012202,2598,2582,0.1646010844306739,9,11,12649.999999999998,4.8993028659953515,2157,0,521,116,81,0,425,349,34,12,30,0
2012,06,075,012301,1974,1954,0.14790174002047082,9,8,9200,4.7082906857727735,1665,0,135,19,1,0,289,165,55,18,51,0
2012,06,075,010300,4393,4377,0,1,474,545100,124.53735435229609,4377,0,431,347,125,0,0,0,0,0,0,0
2012,06,075,011000,5256,5174,0.01623502126014689,4,300,345000,66.67955160417472,5090,0,282,236,288,0,84,77,0,0,7,0
2012,06,075,015400,5875,5677,0.0415712524220539,6,804,924599.9999999999,162.86771181962303,5441,0,438,37,79,0,236,153,62,21,0,0
2012,06,075,010400,4749,4731,2.113718030014796e-4,1,766,880899.9999999999,186.19742126400337,4730,0,191,272,239,0,1,0,1,0,0,0
2012,06,075,025500,8731,8538,0.008784258608573436,3,1592,1830799.9999999998,214.42960880768328,8463,0,402,181,0,0,75,75,0,0,0,0
2012,06,075,025600,5719,5635,0.013487133984028394,3,1239,1424850,252.85714285714286,5559,0,457,205,19,0,76,76,0,0,0,0
2012,06,075,025800,2044,2011,0.06613625062158131,7,369,424349.99999999994,211.01442068622572,1878,0,93,140,0,0,133,121,12,0,0,0
2012,06,075,026001,5734,5701,0.024732503069636907,5,713,819949.9999999999,143.8256446237502,5560,0,482,158,22,0,141,141,0,0,0,0
2012,06,075,045100,4820,4740,0.023839662447257385,5,644,740600,156.24472573839662,4627,0,362,213,139,0,113,89,3,21,0,0
2012,06,075,045200,6819,6785,0.0026529108327192335,1,1004,1154600,170.16949152542372,6767,0,875,350,92,0,18,17,1,0,0,0
2012,06,075,026100,6567,6488,0.012946979038224414,3,1233,1417950,218.5496300863132,6404,0,192,5,17,0,84,67,17,0,0,0
2012,06,075,023300,3132,3096,0.1398578811369509,9,493,566950,183.1233850129199,2663,0,209,30,10,0,433,415,11,0,0,7
2012,06,075,025300,4812,4760,0.061764705882352944,7,858,986699.9999999999,207.28991596638653,4466,0,206,174,74,0,294,264,25,5,0,0
2012,06,075,025401,3510,3490,0.07994269340974212,8,570,655500,187.82234957020057,3211,0,161,117,32,0,279,279,0,0,0,0
2012,06,075,026301,4488,4488,0.012254901960784314,3,705,810749.9999999999,180.6483957219251,4433,0,182,46,1,0,55,22,8,0,0,25
2012,06,075,026302,4754,4731,0.06362291270344536,7,927,1066050,225.33291058972733,4430,0,226,118,12,0,301,293,8,0,0,0
2012,06,075,026303,5623,5588,0.03937007874015748,6,934,1074100,192.21546170365067,5368,0,77,76,16,0,220,212,0,8,0,0
2012,06,075,030500,3137,3123,0.09862311879602946,9,786,903899.9999999999,289.43323727185395,2815,0,440,34,9,0,308,227,44,37,0,0
2012,06,075,031100,6672,6626,0.07364926048898279,8,1504,1729599.9999999998,261.0322970117718,6138,0,489,118,0,0,488,460,28,0,0,0
2012,06,075,016600,5335,5238,0.0605192821687667,7,420,482999.99999999994,92.21076746849941,4921,0,579,300,353,0,317,167,61,0,89,0
2012,06,075,017902,2501,2501,0.2035185925629748,10,0,0,0,1992,0,287,184,67,0,509,413,0,66,0,30
2012,06,075,021400,3519,3494,0.0045792787635947334,2,726,834899.9999999999,238.95248998282767,3478,0,308,44,234,0,16,16,0,0,0,0
2012,06,075,021700,3713,3675,0.0563265306122449,7,1214,1396100,379.89115646258506,3468,0,158,42,14,0,207,188,19,0,0,0
2012,06,075,022802,2072,2072,0.04971042471042471,7,167,192049.99999999997,92.68822393822393,1969,0,210,88,13,0,103,91,2,2,0,8
2012,06,075,022901,4497,4455,0.06958473625140292,8,350,402499.99999999994,90.347923681257,4145,0,451,84,12,0,310,284,14,0,0,12
2012,06,075,022902,2507,2448,0.12295751633986927,9,384,441599.99999999994,180.39215686274508,2147,0,315,64,22,0,301,284,17,0,0,0
2012,06,075,022903,2985,2961,0.020263424518743668,5,411,472649.99999999994,159.62512664640323,2901,0,138,78,9,0,60,36,24,0,0,0
2012,06,075,023003,3947,3901,0.34709048961804667,10,772,887799.9999999999,227.58267110997178,2547,0,149,5,10,0,1354,1093,198,8,55,0
2012,06,075,026403,3899,3882,0.03297269448737764,6,592,680800,175.37351880473983,3754,0,8,5,0,0,128,103,17,0,8,0
2012,06,075,030201,4202,4162,0.010091302258529554,3,477,548550,131.79961556943778,4120,0,228,124,101,0,42,41,1,0,0,0
2012,06,075,030302,3732,3702,0.007833603457590491,3,906,1041899.9999999999,281.44246353322524,3673,0,293,98,0,0,29,10,19,0,0,0
2012,06,075,030400,5294,5210,0.0067178502879078695,2,1561,1795149.9999999998,344.5585412667946,5175,0,243,148,13,0,35,35,0,0,0,0
2012,06,075,061500,11083,10993,0.02374238151550987,5,2827,3251049.9999999995,295.73819703447646,10732,0,1469,1210,251,0,261,216,21,24,0,0
2012,06,075,012302,2306,2306,0.09150043365134432,8,0,0,0,2095,0,336,97,208,0,211,172,39,0,0,0
2012,06,075,012401,4081,4048,0.030632411067193676,6,24,27599.999999999996,6.8181818181818175,3924,0,520,142,25,0,124,106,0,0,18,0
2012,06,075,012402,3194,3194,0.08422041327489042,8,158,181700,56.887914840325614,2925,0,453,336,136,0,269,204,35,17,13,0
2012,06,075,012501,3358,3358,0.09708159618820726,8,34,39100,11.643835616438356,3032,0,278,121,20,0,326,297,13,16,0,0
2012,06,075,012502,3895,3895,0.16893453145057766,10,0,0,0,3237,0,409,105,51,0,658,518,85,55,0,0
2012,06,075,017802,3922,3922,0.08720040795512493,8,545,626750,159.80367159612442,3580,0,487,368,16,0,342,203,99,40,0,0
2012,06,075,020401,3206,3206,0.032439176543980035,6,710,816499.9999999999,254.67872738615094,3102,0,223,86,199,0,104,104,0,0,0,0
2012,06,075,020402,4047,4027,0.016637695555003724,4,650,747500,185.62205115470573,3960,0,143,100,235,0,67,64,3,0,0,0
2012,06,075,022704,3095,3056,0.011780104712041885,3,735,845249.9999999999,276.5870418848167,3020,0,125,178,56,0,36,36,0,0,0,0
2012,06,075,025701,4442,4424,0.019439421338155516,5,868,998199.9999999999,225.63291139240505,4338,0,136,0,18,0,86,86,0,0,0,0
2012,06,075,025702,3889,3874,0.02194114610221993,5,646,742900,191.76561693340216,3789,0,194,58,0,0,85,85,0,0,0,0
2012,06,075,031201,6953,6942,0.061653702103140307,7,1311,1507649.9999999998,217.17804667242865,6514,0,563,63,29,0,428,378,23,27,0,0
2012,06,075,031202,3282,3248,0.15979064039408866,9,617,709550,218.45751231527095,2729,0,168,67,0,0,519,507,12,0,0,0
2012,06,075,031301,4331,4278,0.13370733987844788,9,863,992449.9999999999,231.98924731182794,3706,0,230,434,22,0,572,562,0,10,0,0
2012,06,075,012601,2272,2261,0,1,290,333500,147.50110570544007,2261,0,254,166,7,0,0,0,0,0,0,0
2012,06,075,012602,2990,2937,0,1,539,619850,211.04868913857678,2937,0,292,62,188,0,0,0,0,0,0,0
2012,06,075,012901,2456,2456,0.0016286644951140066,1,316,363400,147.9641693811075,2452,0,199,288,49,0,4,4,0,0,0,0
2012,06,075,012902,3192,3154,0.0015852885225110971,1,605,695750,220.59289790741914,3149,0,272,322,180,0,5,5,0,0,0,0
2012,06,075,013101,3776,3694,0.01028695181375203,3,516,593400,160.63887384948566,3656,0,474,300,326,0,38,1,2,0,35,0
2012,06,075,013102,2899,2899,0.02966540186271128,6,278,319700,110.27940669196275,2813,0,248,211,171,0,86,30,0,0,56,0
2012,06,075,015801,3414,3414,0.3345049794961921,10,380,436999.99999999994,128.0023432923257,2272,0,312,62,73,0,1142,1063,29,50,0,0
2012,06,075,015802,2469,2459,0.08011386742578284,8,197,226549.99999999997,92.13094753965025,2262,0,259,45,77,0,197,150,47,0,0,0
2012,06,075,016801,3473,3386,0.142055522740697,9,267,307050,90.68222090962787,2905,0,410,272,49,0,481,481,0,0,0,0
2012,06,075,016802,3099,3099,0.18005808325266215,10,361,415149.99999999994,133.9625685705066,2541,0,194,85,125,0,558,548,7,3,0,0
2012,06,075,017101,3502,3417,0.0520924787825578,7,681,783149.9999999999,229.19227392449514,3239,0,447,128,108,0,178,147,31,0,0,0
2012,06,075,017102,3590,3526,0.05899035734543392,7,593,681950,193.40612592172434,3318,0,535,132,78,0,208,161,13,34,0,0
2012,06,075,017801,3034,3034,0.031311799604482535,6,410,471499.99999999994,155.4054054054054,2939,0,117,64,8,0,95,95,0,0,0,0
2012,06,075,023400,3754,3563,0.20909346056693798,10,407,468049.99999999994,131.36401908504067,2818,0,104,54,0,0,745,738,7,0,0,0
2012,06,075,016500,5166,5081,0.04861247785868923,7,515,592250,116.5617004526668,4834,0,477,170,98,0,247,182,61,4,0,0
2012,06,075,030700,6672,6630,0.01583710407239819,4,2163,2487450,375.18099547511315,6525,0,429,120,27,0,105,91,14,0,0,0
2012,06,075,035100,8074,8035,0.0059738643434972,2,1535,1765249.9999999998,219.6950840074673,7987,0,494,118,12,0,48,48,0,0,0,0
2012,06,075,013000,3844,3805,0.005519053876478318,2,711,817649.9999999999,214.88830486202363,3784,0,255,216,331,0,21,21,0,0,0,0
2012,06,075,026002,3747,3747,0.024552975713904458,5,671,771649.9999999999,205.9380838003736,3655,0,98,57,11,0,92,92,0,0,0,0
2012,06,075,026402,4331,4279,0.1327412946950222,9,880,1011999.9999999999,236.5038560411311,3711,0,36,112,6,0,568,526,0,33,9,0
2012,06,075,030301,5950,5791,0.008979450872042825,3,1172,1347800,232.74045933344846,5739,0,285,307,132,0,52,52,0,0,0,0
2012,06,075,030800,5260,5224,0.011485451761102604,3,1725,1983749.9999999998,379.7377488514548,5164,0,298,55,28,0,60,39,21,0,0,0
2012,06,075,025402,3108,3027,0.027089527585067722,5,835,960249.9999999999,317.22827882391806,2945,0,352,13,13,0,82,70,0,12,0,0
2012,06,075,026200,7306,7287,0.01715383559763963,4,1187,1365050,187.32674626046384,7162,0,430,55,0,0,125,92,33,0,0,0
2012,06,075,021600,3919,3856,0.14445020746887965,9,1313,1509949.9999999998,391.58454356846465,3299,0,162,230,28,0,557,468,0,40,49,0
2012,06,075,030900,6317,6282,0.029926774912448266,6,2047,2354050,374.72938554600444,6094,0,58,134,49,0,188,186,0,1,0,1
2012,06,075,047901,6775,6742,0.014239098190447939,4,1362,1566299.9999999998,232.3197864135271,6646,0,564,260,13,0,96,96,0,0,0,0
2012,06,075,031302,6005,5959,0.16882027185769424,9,1275,1466250,246.05638529954692,4953,0,437,183,15,0,1006,956,33,17,0,0
2012,06,075,032601,4543,4531,0.004414036636504083,2,597,686550,151.5228426395939,4511,0,437,326,20,0,20,11,9,0,0,0
2012,06,075,032602,4432,4432,0.004061371841155234,2,705,810749.9999999999,182.93095667870034,4414,0,156,107,61,0,18,17,0,0,1,0
2012,06,075,032801,4052,4037,0.0049541738915035915,2,636,731400,181.17413921228635,4017,0,210,66,0,0,20,20,0,0,0,0
2012,06,075,012000,3502,3502,0.06767561393489435,8,52,59799.99999999999,17.075956596230725,3265,0,430,168,142,0,237,153,72,0,12,0
2012,06,075,012700,3702,3651,0.003834565872363736,1,587,675050,184.89454943850998,3637,0,607,174,25,0,14,0,0,0,14,0
2012,06,075,013200,4558,4471,0.020577052113621114,5,1086,1248900,279.33348244240665,4379,0,381,214,84,0,92,86,0,0,0,6
2012,06,075,013300,4147,4109,0.013628620102214651,3,926,1064900,259.16281333657827,4053,0,211,190,132,0,56,40,0,0,0,16
2012,06,075,013500,2570,2570,0.014396887159533073,4,298,342700,133.34630350194553,2533,0,353,203,113,0,37,20,13,0,4,0
2012,06,075,015300,2224,2206,0.04669084315503173,7,315,362250,164.21124206708976,2103,0,228,94,31,0,103,89,3,11,0,0
2012,06,075,016700,5213,5162,0.08853157690817512,8,704,809599.9999999999,156.83843471522664,4705,0,647,260,52,0,457,420,9,28,0,0
2012,06,075,020200,5822,5728,0.06162709497206704,7,577,663550,115.84322625698324,5375,0,541,154,48,0,353,336,17,0,0,0
2012,06,075,020500,2405,2377,0.006310475389145982,2,528,607200,255.44804375262936,2362,0,140,9,10,0,15,14,0,1,0,0
2012,06,075,021000,4142,4131,2.420721374969741e-4,1,693,796949.9999999999,192.91938997821347,4130,0,289,43,228,0,1,1,0,0,0,0
2012,06,075,023001,5247,5192,0.22149460708782742,10,841,967149.9999999999,186.27696456086284,4042,0,158,64,15,0,1150,1002,137,11,0,0
2012,06,075,035202,4534,4473,0.006483344511513525,2,656,754399.9999999999,168.65638274088977,4444,0,177,237,108,0,29,29,0,0,0,0
2012,06,075,042700,5978,5893,0.020872221279484134,5,677,778549.9999999999,132.11437298489733,5770,0,287,174,198,0,123,119,4,0,0,0
2012,06,075,060100,2879,2818,0.01667849538679915,4,0,0,0,2771,0,485,106,164,0,47,47,0,0,0,0
2012,06,075,031400,6729,6699,0.13479623824451412,9,1116,1283400,191.5808329601433,5796,0,335,29,16,0,903,902,1,0,0,0
2012,06,075,040100,4234,4226,0.0698059630856602,8,326,374900,88.71273071462376,3931,0,508,286,52,0,295,222,0,73,0,0
2012,06,075,023200,4397,4397,0.4678189674778258,10,672,772799.9999999999,175.75619740732316,2340,0,403,18,91,0,2057,1839,214,4,0,0
2012,06,075,030102,4998,4898,0.020212331563903636,5,1096,1260400,257.3295222539812,4799,0,286,481,233,0,99,87,0,12,0,0
2012,06,075,032700,7022,6937,0,1,1590,1828499.9999999998,263.58656479746287,6937,0,401,274,0,0,0,0,0,0,0,0
2012,06,075,035201,5021,5003,0.0015990405756546072,1,1118,1285700,256.98580851489106,4995,0,625,58,22,0,8,8,0,0,0,0
2012,06,075,035400,6191,6165,0.01962692619626926,5,1338,1538699.9999999998,249.5863746958637,6044,0,321,52,28,0,121,121,0,0,0,0
2012,06,075,015900,4312,4312,0.16164192949907236,9,481,553150,128.28153988868274,3615,0,505,246,32,0,697,673,0,24,0,0
2012,06,075,016000,2420,2393,0.025491015461763477,5,443,509449.99999999994,212.89176765566233,2332,0,362,73,71,0,61,61,0,0,0,0
2012,06,075,010500,2504,2483,0.015304067660088603,4,369,424349.99999999994,170.90213451469992,2445,0,175,146,67,0,38,38,0,0,0,0
2012,06,075,011300,3267,3267,0.009794918885827977,3,183,210449.99999999997,64.41689623507804,3235,0,98,69,54,0,32,29,0,3,0,0
2012,06,075,015200,3820,3769,0.021756434067391882,5,544,625600,165.98567259219953,3687,0,548,178,97,0,82,82,0,0,0,0
2012,06,075,017700,1549,1544,0.019430051813471502,4,157,180550,116.93652849740933,1514,0,100,44,11,0,30,29,1,0,0,0
2012,06,075,022702,2167,2145,0.016317016317016316,4,393,451949.99999999994,210.69930069930066,2110,0,123,130,46,0,35,34,1,0,0,0
2012,06,075,022801,4468,4439,0.043928812795674704,6,739,849849.9999999999,191.45077720207252,4244,0,478,269,76,0,195,184,0,11,0,0
2012,06,075,023103,3766,3701,0.686841394217779,10,161,185150,50.02701972439881,1159,0,20,51,94,0,2542,1924,499,106,13,0
2012,06,075,025900,4248,4226,0.1353525792711784,9,892,1025799.9999999999,242.7354472314245,3654,0,165,130,32,0,572,572,0,0,0,0
2012,06,075,026003,4506,4476,0.006925826630920465,2,933,1072950,239.7117962466488,4445,0,85,66,2,0,31,31,0,0,0,0
2012,06,075,047701,4136,4120,0.018689320388349515,4,744,855599.9999999999,207.66990291262132,4043,0,290,57,67,0,77,77,0,0,0,0
2012,06,075,047702,4152,4103,0.013648549841579332,3,650,747500,182.18376797465268,4047,0,219,49,67,0,56,55,1,0,0,0
2012,06,075,060502,2863,2832,0.3202683615819209,10,154,177100,62.53531073446328,1925,0,5,15,0,0,907,856,51,0,0,0
2012,06,075,060700,8372,8264,0.015488867376573089,4,1355,1558249.9999999998,188.5588092933204,8136,0,971,877,312,0,128,97,5,0,26,0
2012,06,075,047902,3813,3780,0.007936507936507936,3,802,922299.9999999999,243.99470899470896,3750,0,281,109,59,0,30,14,0,16,0,0
2012,06,075,060400,2144,2126,0.04045155221072436,6,206,236899.99999999997,111.42991533396048,2040,0,362,131,46,0,86,86,0,0,0,0
2012,06,075,010900,4772,4697,0.013199914839259102,3,655,753250,160.36832020438578,4635,0,365,321,202,0,62,35,20,0,7,0
2012,06,075,011800,1635,1635,0.0030581039755351682,1,11,12649.999999999998,7.737003058103975,1630,0,177,36,12,0,5,5,0,0,0,0
2012,06,075,012100,3530,3504,0.032534246575342464,6,96,110399.99999999999,31.50684931506849,3390,0,422,271,209,0,114,58,0,36,20,0
2012,06,075,012800,4446,4414,0.0040779338468509285,2,908,1044199.9999999999,236.56547349342998,4396,0,238,255,79,0,18,18,0,0,0,0
2012,06,075,015500,3920,3829,0.07808827370070515,8,202,232299.99999999997,60.66858187516322,3530,0,546,197,128,0,299,285,0,7,7,0
2012,06,075,016100,4585,4585,0.34940021810250815,10,175,201249.99999999997,43.89312977099236,2983,0,267,61,78,0,1602,1557,45,0,0,0
2012,06,075,016300,4476,4476,0.26362823949955316,10,377,433549.99999999994,96.861036639857,3296,0,275,175,384,0,1180,1135,31,0,14,0
2012,06,075,017601,6706,6638,0.1667670985236517,9,406,466899.99999999994,70.33745103946971,5531,0,580,286,246,0,1107,937,95,51,24,0
2012,06,075,020100,5680,5663,0.062334451704043795,7,634,729100,128.74801342044853,5310,0,345,224,84,0,353,303,50,0,0,0
2012,06,075,020600,4605,4605,0.02975027144408252,6,1026,1179900,256.2214983713355,4468,0,318,40,89,0,137,96,24,1,16,0
2012,06,075,020900,4944,4863,0.0045239564055110015,2,254,292100,60.06580300226198,4841,0,571,79,26,0,22,0,0,22,0,0
2012,06,075,021800,4189,4139,0.013288233872916163,3,1082,1244300,300.6281710558106,4084,0,304,251,166,0,55,40,8,0,7,0
2012,06,075,022600,1599,1561,0.09288917360666239,8,495,569250,364.67008327994876,1416,0,207,120,0,0,145,145,0,0,0,0
2012,06,075,023102,3674,3641,0.6322438890414721,10,391,449649.99999999994,123.49629222741004,1339,0,91,58,0,0,2302,2203,99,0,0,0
2012,06,075,025100,3198,3063,0.05582761998041136,7,877,1008549.9999999999,329.26869082598756,2892,0,180,30,27,0,171,171,0,0,0,0
2012,06,075,017000,3941,3830,0.05274151436031332,7,1235,1420250,370.822454308094,3628,0,376,25,81,0,202,189,6,7,0,0
2012,06,075,018000,3615,3581,0.18989109187377828,10,584,671600,187.54537838592572,2901,0,623,285,82,0,680,223,331,79,37,10
2012,06,075,015600,3004,2951,0.011860386309725517,3,449,516349.99999999994,174.97458488647914,2916,0,343,166,55,0,35,0,35,0,0,0
2012,06,075,010200,4040,4008,0.01122754491017964,3,831,955649.9999999999,238.43562874251495,3963,0,441,110,200,0,45,45,0,0,0,0
2012,06,075,010800,4811,4811,0.015381417584701726,4,515,592250,123.10330492621077,4737,0,325,175,151,0,74,74,0,0,0,0
2012,06,075,033100,4180,4172,0,1,1200,1380000,330.7766059443912,4172,0,356,81,0,0,0,0,0,0,0,0
2012,06,075,040200,5564,5474,0.01936426744610888,4,689,792349.9999999999,144.74789915966383,5368,0,582,165,55,0,106,87,19,0,0,0
2012,06,075,021500,5626,5511,0.024859372164761386,5,1170,1345500,244.1480675013609,5374,0,343,40,90,0,137,137,0,0,0,0
2012,06,075,022803,4876,4852,0.026999175597691674,5,294,338100,69.68260511129431,4721,0,187,132,28,0,131,131,0,0,0,0
2012,06,075,042800,2204,2184,0.005494505494505495,2,725,833749.9999999999,381.75366300366295,2172,0,310,11,0,0,12,12,0,0,0,0
2012,06,075,026404,2646,2646,0.17951625094482238,10,322,370300,139.94708994708995,2171,0,174,52,0,0,475,315,160,0,0,0
2012,06,075,030600,2112,2074,0.01639344262295082,4,699,803849.9999999999,387.58437801350044,2040,0,36,19,3,0,34,34,0,0,0,0
2012,06,075,031000,3413,3401,0.061452513966480445,7,1036,1191400,350.3087327256689,3192,0,18,0,0,0,209,207,2,0,0,0
2012,06,075,026004,4454,4333,0.01892453265635818,4,686,788899.9999999999,182.06785137318252,4251,0,94,233,0,0,82,68,14,0,0,0
2012,06,075,030101,4787,4742,0.01687051876845213,4,504,579600,122.22690847743569,4662,0,336,500,188,0,80,77,0,0,3,0
2012,06,075,033000,8307,8235,0.006193078324225865,2,1618,1860699.9999999998,225.95021250758953,8184,0,945,240,103,0,51,48,1,2,0,0
